candidate_TF,neighbor_rank,neighbor_TF_in_perturbseq_rest,distance,similarity_approx
NR1H3,1,POU2F2,0.21217041946379855,0.7878295805362014
NR1H3,2,NCOA3,0.3118626664020241,0.6881373335979759
NR1H3,3,RXRB,0.32515419032942594,0.6748458096705741
NR1H3,4,E2F3,0.32822069169759405,0.671779308302406
NR1H3,5,ZNF189,0.32846284174506213,0.6715371582549379
NR1H3,6,ZNF786,0.3331323031725809,0.6668676968274191
NR1H3,7,ZNF311,0.3433081797529698,0.6566918202470302
NR1H3,8,ZBTB7B,0.36441409312591144,0.6355859068740886
NR1H3,9,ZNF770,0.3703193508293203,0.6296806491706797
NR1H3,10,SP140L,0.37831833591706676,0.6216816640829332
NR2F6,1,ZBTB7A,0.36003171299430414,0.6399682870056959
NR2F6,2,CREB1,0.37221533729243095,0.627784662707569
NR2F6,3,ZFP1,0.3796144588020022,0.6203855411979978
NR2F6,4,ZNF561,0.40687911421920464,0.5931208857807954
NR2F6,5,ZNF263,0.4636962943549934,0.5363037056450066
NR2F6,6,ZNF224,0.4709369222032226,0.5290630777967774
NR2F6,7,NFX1,0.47963929120306426,0.5203607087969357
NR2F6,8,ZNF692,0.49075453497473764,0.5092454650252624
NR2F6,9,MTERF2,0.49267358283320273,0.5073264171667973
NR2F6,10,ZSCAN2,0.5126960798508671,0.48730392014913293
PBX2,1,ZNF221,0.06666929121752108,0.9333307087824789
PBX2,2,SP140L,0.12140174941673221,0.8785982505832678
PBX2,3,ZNF512B,0.12577406487797183,0.8742259351220282
PBX2,4,ZNF527,0.15657724163212883,0.8434227583678712
PBX2,5,ZNF394,0.15834918276424026,0.8416508172357597
PBX2,6,KLF9,0.16036503196321283,0.8396349680367872
PBX2,7,ZNF785,0.1635198191674857,0.8364801808325143
PBX2,8,NPAS2,0.16794077205989888,0.8320592279401011
PBX2,9,NFAT5,0.16918311912562578,0.8308168808743742
PBX2,10,ZNF652,0.17672204866486474,0.8232779513351353
PITX1,1,SP140L,0.21951636549263476,0.7804836345073652
PITX1,2,ZNF7,0.21997688992097442,0.7800231100790256
PITX1,3,NFAT5,0.22131486313335247,0.7786851368666475
PITX1,4,MSANTD3,0.2252929700334052,0.7747070299665948
PITX1,5,ZNF689,0.22584728696894252,0.7741527130310575
PITX1,6,ZNF592,0.23879203849692665,0.7612079615030733
PITX1,7,ZNF221,0.2388968212476924,0.7611031787523076
PITX1,8,ZNF189,0.24499030581327297,0.755009694186727
PITX1,9,ZNF527,0.24852275419306613,0.7514772458069339
PITX1,10,ZNF786,0.24899012287170952,0.7510098771282905
PLAGL2,1,JRK,0.4004398642474568,0.5995601357525432
PLAGL2,2,MEF2A,0.43914550661149854,0.5608544933885015
PLAGL2,3,ZNF141,0.45708314403605166,0.5429168559639483
PLAGL2,4,ZFAT,0.4630990634536907,0.5369009365463093
PLAGL2,5,TMF1,0.46656688520065004,0.53343311479935
PLAGL2,6,ZNF296,0.4733479383758924,0.5266520616241076
PLAGL2,7,MSANTD4,0.477561884347677,0.522438115652323
PLAGL2,8,GABPA,0.4776891652584656,0.5223108347415344
PLAGL2,9,ZNF213,0.48083728583630103,0.519162714163699
PLAGL2,10,BATF3,0.4870372180161542,0.5129627819838458
PLSCR1,1,ATF1,0.275681283696978,0.724318716303022
PLSCR1,2,ZSCAN21,0.2844711710066361,0.7155288289933639
PLSCR1,3,ZNF22,0.3194587618304924,0.6805412381695076
PLSCR1,4,RXRB,0.32942347619417955,0.6705765238058204
PLSCR1,5,ZNF764,0.3374389719109834,0.6625610280890166
PLSCR1,6,E2F3,0.3603155644297472,0.6396844355702528
PLSCR1,7,MSANTD3,0.36145027088581305,0.638549729114187
PLSCR1,8,ATF7,0.3883211165396987,0.6116788834603013
PLSCR1,9,SP140L,0.4112172074290369,0.5887827925709631
PLSCR1,10,ZNF592,0.42315497186690343,0.5768450281330966
POU5F1B,1,ZNF664,0.18609103811515126,0.8139089618848487
POU5F1B,2,REPIN1,0.2260983913939998,0.7739016086060002
POU5F1B,3,ZNF394,0.23034889996436847,0.7696511000356315
POU5F1B,4,PRDM4,0.29290961020373474,0.7070903897962653
POU5F1B,5,ZNF100,0.3002248282250556,0.6997751717749444
POU5F1B,6,ZSCAN25,0.3119544673207014,0.6880455326792986
POU5F1B,7,NPAS2,0.3137955553343399,0.6862044446656601
POU5F1B,8,ZNF221,0.3198596763025351,0.6801403236974649
POU5F1B,9,ZNF18,0.32421750794403315,0.6757824920559669
POU5F1B,10,KLF9,0.3243199338960414,0.6756800661039586
PPARG,1,ZNF597,0.39832838241883994,0.6016716175811601
PPARG,2,ZNF589,0.415667707733243,0.584332292266757
PPARG,3,ZNF827,0.4425588066108096,0.5574411933891904
PPARG,4,ZHX1,0.45025058955041664,0.5497494104495834
PPARG,5,ZNF696,0.49031207773656116,0.5096879222634388
PPARG,6,ZBTB9,0.4965681164519382,0.5034318835480618
PPARG,7,YY1,0.4981649159875269,0.5018350840124731
PPARG,8,ZNF70,0.4982576191874313,0.5017423808125687
PPARG,9,ZNF304,0.5185971106304337,0.4814028893695663
PPARG,10,ZNF25,0.5240988645438047,0.4759011354561953
RELA,1,ZNF550,0.2646024134252841,0.7353975865747159
RELA,2,NR2C1,0.4417664263389993,0.5582335736610007
RELA,3,ETV2,0.4417847728235904,0.5582152271764096
RELA,4,HOXB4,0.47787834694122633,0.5221216530587737
RELA,5,ATF1,0.48568227033600897,0.514317729663991
RELA,6,ZKSCAN1,0.49174539313101984,0.5082546068689802
RELA,7,E2F8,0.4964609026796549,0.5035390973203451
RELA,8,POU6F1,0.5194255073382164,0.48057449266178365
RELA,9,PRDM15,0.5214627345794232,0.47853726542057684
RELA,10,ZNF160,0.5262006582450086,0.4737993417549914
RUNX1,1,KLF3,0.34466256441294496,0.655337435587055
RUNX1,2,ZFP14,0.3530922637396381,0.6469077362603619
RUNX1,3,JUND,0.3793478269885021,0.6206521730114979
RUNX1,4,ZNF620,0.39811495540001995,0.60188504459998
RUNX1,5,ZFAT,0.4007030345581063,0.5992969654418937
RUNX1,6,KMT2B,0.42065463088619737,0.5793453691138026
RUNX1,7,STAT2,0.43070254081331305,0.569297459186687
RUNX1,8,MAFG,0.4387261697599183,0.5612738302400817
RUNX1,9,ZNF354A,0.44084851805608816,0.5591514819439118
RUNX1,10,ZBTB48,0.44354963060445995,0.55645036939554
SATB1,1,THRA,0.10379538948425959,0.8962046105157404
SATB1,2,ZNF18,0.11674739825691038,0.8832526017430896
SATB1,3,NPAS2,0.14807154946116874,0.8519284505388313
SATB1,4,SP140L,0.1495001846459697,0.8504998153540303
SATB1,5,ZBED5,0.1550691730801037,0.8449308269198963
SATB1,6,NFAT5,0.15639487324875678,0.8436051267512432
SATB1,7,ZNF512B,0.1789585572118142,0.8210414427881858
SATB1,8,ZNF189,0.1801247419301274,0.8198752580698726
SATB1,9,ZNF75A,0.19197174245579562,0.8080282575442044
SATB1,10,TOPORS,0.19340553550506145,0.8065944644949385
SCML4,1,ZNF736,0.2354021242643185,0.7645978757356815
SCML4,2,HSF4,0.31530122282400785,0.6846987771759921
SCML4,3,E2F8,0.36993362684191144,0.6300663731580886
SCML4,4,ZNF562,0.3736924938638273,0.6263075061361727
SCML4,5,ZNF550,0.40099266962586166,0.5990073303741383
SCML4,6,JUNB,0.40488661129364234,0.5951133887063577
SCML4,7,ZBTB22,0.4286783609682744,0.5713216390317256
SCML4,8,POU2F2,0.4649834327281005,0.5350165672718995
SCML4,9,SP3,0.47592268046535147,0.5240773195346485
SCML4,10,ZNF296,0.478985943182929,0.521014056817071
SETBP1,1,ZBTB14,0.5033768327149017,0.49662316728509825
SETBP1,2,ZNF776,0.5723971188036224,0.42760288119637757
SETBP1,3,HSF4,0.5725220661788893,0.42747793382111066
SETBP1,4,KLF11,0.5801409250959965,0.41985907490400354
SETBP1,5,ZNF562,0.5829786831899795,0.4170213168100205
SETBP1,6,CAMTA1,0.5917931181522784,0.4082068818477216
SETBP1,7,GTF3A,0.5921409981388677,0.40785900186113233
SETBP1,8,ZFX,0.5977665651389512,0.4022334348610488
SETBP1,9,ZNF71,0.5997557625975721,0.40024423740242787
SETBP1,10,ZNF296,0.6225456213271968,0.3774543786728032
SKIL,1,CREBL2,0.39441964195401624,0.6055803580459838
SKIL,2,ZNF764,0.46893531864140336,0.5310646813585966
SKIL,3,ZNF718,0.4806933804029492,0.5193066195970508
SKIL,4,REL,0.522366178202313,0.477633821797687
SKIL,5,RXRB,0.526230511124844,0.473769488875156
SKIL,6,AHRR,0.5319629071551142,0.4680370928448858
SKIL,7,ZNF148,0.5332302965364787,0.4667697034635213
SKIL,8,PRDM15,0.539529156817318,0.46047084318268205
SKIL,9,MSANTD3,0.54338747997512,0.45661252002487995
SKIL,10,ZNF133,0.543557101348741,0.456442898651259
SMAD3,1,ZSCAN2,0.27401428972761865,0.7259857102723813
SMAD3,2,ZNF496,0.36446257994700104,0.635537420052999
SMAD3,3,KAT7,0.43478862666470675,0.5652113733352933
SMAD3,4,ZNF641,0.4550145781469881,0.5449854218530119
SMAD3,5,ARID2,0.48274750059303595,0.517252499406964
SMAD3,6,BCL6,0.5186191372153066,0.4813808627846934
SMAD3,7,ZNF76,0.5326693357690107,0.46733066423098935
SMAD3,8,MYB,0.5484631714102421,0.45153682858975785
SMAD3,9,IRF1,0.5489977709766303,0.4510022290233697
SMAD3,10,NFKB1,0.5553561509302927,0.44464384906970733
SNAI3,1,NACC2,0.27810627594593973,0.7218937240540603
SNAI3,2,ZNF311,0.2940622912097308,0.7059377087902692
SNAI3,3,ZNF671,0.30275829875528015,0.6972417012447198
SNAI3,4,SP140L,0.3147110820089434,0.6852889179910566
SNAI3,5,ZNF519,0.3227308850133318,0.6772691149866682
SNAI3,6,ZNF552,0.3299458304823868,0.6700541695176132
SNAI3,7,SRF,0.33067206969377605,0.669327930306224
SNAI3,8,ZNF444,0.33122807845109703,0.668771921548903
SNAI3,9,ZNF148,0.3432993799524793,0.6567006200475207
SNAI3,10,NFAT5,0.344434010239266,0.655565989760734
SOX4,1,ZNF44,0.3224060661375592,0.6775939338624408
SOX4,2,ZNF148,0.4564652731746345,0.5435347268253655
SOX4,3,SP4,0.4636988180296283,0.5363011819703717
SOX4,4,ZNF430,0.4751494983433412,0.5248505016566588
SOX4,5,ETS2,0.4993897675419502,0.5006102324580498
SOX4,6,ZNF592,0.5084592055368721,0.49154079446312793
SOX4,7,ZSCAN21,0.5168146962694729,0.48318530373052715
SOX4,8,ZNF552,0.5173485239814395,0.4826514760185605
SOX4,9,ATF7,0.5182983309235067,0.48170166907649326
SOX4,10,ZNF202,0.5185210801979719,0.48147891980202806
SOX8,1,ZNF35,0.15662885219660616,0.8433711478033938
SOX8,2,ZNF710,0.18917960027238112,0.8108203997276189
SOX8,3,ZHX3,0.1904636806419494,0.8095363193580506
SOX8,4,STAT3,0.2034244938986658,0.7965755061013342
SOX8,5,NR4A1,0.21226579216653962,0.7877342078334604
SOX8,6,NFE2L1,0.23128592344583865,0.7687140765541614
SOX8,7,TP73,0.239432118753806,0.760567881246194
SOX8,8,POGK,0.25290879030429336,0.7470912096957066
SOX8,9,E2F1,0.2762473777281297,0.7237526222718703
SOX8,10,ZNF71,0.27985967910610887,0.7201403208938911
SPI1,1,ZNF681,0.22370471076769194,0.7762952892323081
SPI1,2,ZNF354B,0.2338096158250641,0.7661903841749359
SPI1,3,NR2C2,0.23574381749074802,0.764256182509252
SPI1,4,BPTF,0.26667233246817523,0.7333276675318248
SPI1,5,ATF6B,0.2752624917630513,0.7247375082369487
SPI1,6,POGK,0.28399678113261906,0.7160032188673809
SPI1,7,PRMT3,0.2910103857089459,0.7089896142910541
SPI1,8,ZBTB37,0.2943120204092896,0.7056879795907104
SPI1,9,ZNF343,0.296221071626394,0.703778928373606
SPI1,10,ZNF318,0.2998037289431964,0.7001962710568036
STAT4,1,NR4A1,0.1652516721433367,0.8347483278566633
STAT4,2,ZNF398,0.2620435385120694,0.7379564614879306
STAT4,3,TP73,0.27385439193422667,0.7261456080657733
STAT4,4,ZSCAN26,0.28440805718484885,0.7155919428151511
STAT4,5,ZHX3,0.29020164241277024,0.7097983575872298
STAT4,6,ZNF260,0.2997630922034542,0.7002369077965458
STAT4,7,ZNF35,0.3025718971494218,0.6974281028505782
STAT4,8,STAT3,0.3280627093154119,0.6719372906845881
STAT4,9,MAFG,0.3319342918579514,0.6680657081420486
STAT4,10,CAMTA1,0.3401214276972383,0.6598785723027617
TBP,1,TMF1,0.5371183660448207,0.46288163395517934
TBP,2,ZNF141,0.5581861810754956,0.44181381892450444
TBP,3,BATF3,0.5678347032608255,0.4321652967391745
TBP,4,JRK,0.5721501798680446,0.4278498201319554
TBP,5,GATAD2B,0.5723396687098121,0.4276603312901879
TBP,6,YBX1,0.5775557665335735,0.42244423346642646
TBP,7,ZNF780A,0.5926207925432299,0.40737920745677014
TBP,8,STAT6,0.5998701609710528,0.40012983902894717
TBP,9,PA2G4,0.6276696699844211,0.3723303300155789
TBP,10,ZNF583,0.6388630029343147,0.36113699706568525
TCF3,1,DMTF1,0.3196199073922723,0.6803800926077277
TCF3,2,ZNF655,0.3909004450635035,0.6090995549364965
TCF3,3,ZNF71,0.40937267256844456,0.5906273274315554
TCF3,4,MXD1,0.4305990748967189,0.5694009251032811
TCF3,5,NCOA1,0.4327231575931454,0.5672768424068546
TCF3,6,SMYD3,0.43532671011454693,0.5646732898854531
TCF3,7,MXD3,0.44059447409192665,0.5594055259080734
TCF3,8,THAP7,0.4558908617698435,0.5441091382301565
TCF3,9,MYSM1,0.4625380354585865,0.5374619645414135
TCF3,10,ZNF281,0.46403412897318574,0.5359658710268143
TCF4,1,POGK,0.11612185126970687,0.8838781487302931
TCF4,2,ZNF710,0.18146684638919475,0.8185331536108053
TCF4,3,ZNF35,0.18443383513096934,0.8155661648690307
TCF4,4,NFE2L1,0.18949859429192628,0.8105014057080737
TCF4,5,FBXL19,0.2252164858485618,0.7747835141514382
TCF4,6,ZNF354B,0.23012380248042363,0.7698761975195764
TCF4,7,E2F1,0.23567976388921008,0.7643202361107899
TCF4,8,TP73,0.23759686261938096,0.762403137380619
TCF4,9,ZHX3,0.2438363365156082,0.7561636634843918
TCF4,10,ZNF71,0.26018625772630755,0.7398137422736925
TEAD1,1,ZHX3,0.1752370194393179,0.8247629805606821
TEAD1,2,NR4A1,0.1821297356742816,0.8178702643257184
TEAD1,3,TP73,0.20776767355780368,0.7922323264421963
TEAD1,4,ZBTB48,0.24811360344602418,0.7518863965539758
TEAD1,5,ZNF398,0.2759300871873146,0.7240699128126854
TEAD1,6,ZNF35,0.2811714634920085,0.7188285365079915
TEAD1,7,POGK,0.2972408700047352,0.7027591299952648
TEAD1,8,ZNF260,0.29728091160920567,0.7027190883907943
TEAD1,9,E2F1,0.3048701141669511,0.6951298858330489
TEAD1,10,NFE2L1,0.3151371907543863,0.6848628092456137
TFCP2,1,THRA,0.14655601459873835,0.8534439854012617
TFCP2,2,ZNF189,0.16433295154448702,0.835667048455513
TFCP2,3,ZSCAN25,0.20895032706973693,0.7910496729302631
TFCP2,4,NAIF1,0.21092311833230637,0.7890768816676936
TFCP2,5,ZNF561,0.23697665214477048,0.7630233478552295
TFCP2,6,ZNF160,0.2459076401271011,0.7540923598728989
TFCP2,7,HOXB4,0.25336070631342467,0.7466392936865753
TFCP2,8,ATF1,0.25719054913076533,0.7428094508692347
TFCP2,9,TOPORS,0.26140367645077145,0.7385963235492286
TFCP2,10,ZNF75A,0.26244872424227506,0.737551275757725
TP53,1,RXRB,0.28794070937125404,0.712059290628746
TP53,2,ZNF7,0.31187382010481834,0.6881261798951817
TP53,3,SRF,0.3328023035512795,0.6671976964487205
TP53,4,ZNF311,0.3379664671773198,0.6620335328226802
TP53,5,ZNF304,0.34139180675658265,0.6586081932434174
TP53,6,ZNF527,0.3416475010515524,0.6583524989484476
TP53,7,ZSCAN22,0.34682897562085446,0.6531710243791455
TP53,8,NCOA3,0.3495115941892517,0.6504884058107483
TP53,9,ZHX1,0.3555856491725674,0.6444143508274326
TP53,10,BACH1,0.3555897950279424,0.6444102049720576
TRAFD1,1,ZBTB37,0.20173669307095266,0.7982633069290473
TRAFD1,2,ZNF180,0.22456353384932382,0.7754364661506762
TRAFD1,3,RARA,0.26144453503313025,0.7385554649668697
TRAFD1,4,ZNF318,0.26755200047292704,0.732447999527073
TRAFD1,5,FBXL19,0.27706559206486725,0.7229344079351328
TRAFD1,6,MLX,0.27793326442841515,0.7220667355715849
TRAFD1,7,ZHX3,0.2946570737914722,0.7053429262085278
TRAFD1,8,BATF,0.2967658540260897,0.7032341459739103
TRAFD1,9,DMTF1,0.3007842672286757,0.6992157327713243
TRAFD1,10,ZNF35,0.3043544538828964,0.6956455461171036
UBP1,1,GTF3A,0.3552914905296911,0.6447085094703089
UBP1,2,USF3,0.4202570592001793,0.5797429407998207
UBP1,3,ZHX2,0.43336483325761277,0.5666351667423872
UBP1,4,ZNF107,0.45662913470384525,0.5433708652961547
UBP1,5,PHF19,0.46292478358969524,0.5370752164103048
UBP1,6,ZNF101,0.4694101712148253,0.5305898287851747
UBP1,7,ZNF227,0.48331535446144824,0.5166846455385518
UBP1,8,FBXL19,0.4922189843638888,0.5077810156361112
UBP1,9,DEAF1,0.5006831601866679,0.4993168398133321
UBP1,10,MLX,0.5084951175438557,0.4915048824561443
VDR,1,STAT5B,0.5254616171860769,0.47453838281392313
VDR,2,ZBTB2,0.5603517384494612,0.4396482615505388
VDR,3,CXXC1,0.5640322064845896,0.4359677935154104
VDR,4,ZNF691,0.5712826416824004,0.4287173583175996
VDR,5,ZNF16,0.574189316959886,0.42581068304011405
VDR,6,IKZF1,0.5886965513725395,0.4113034486274605
VDR,7,DR1,0.5901342548102981,0.40986574518970187
VDR,8,TET2,0.6093336835331173,0.39066631646688266
VDR,9,ATF6B,0.6119062884518176,0.3880937115481824
VDR,10,THAP7,0.6124931743813887,0.3875068256186113
YBX3,1,ZNF691,0.36849696558954814,0.6315030344104519
YBX3,2,DR1,0.3787929186320623,0.6212070813679377
YBX3,3,ZNF16,0.42674573253902437,0.5732542674609756
YBX3,4,MLX,0.5023453366087058,0.49765466339129416
YBX3,5,RBPJ,0.5070770469338611,0.49292295306613887
YBX3,6,PHF19,0.5305411642652657,0.46945883573473435
YBX3,7,TFDP1,0.5411787039484047,0.4588212960515953
YBX3,8,DMTF1,0.5609886301121688,0.4390113698878312
YBX3,9,CREB1,0.572330254099739,0.42766974590026097
YBX3,10,MYNN,0.5807002216705731,0.4192997783294269
ZBED2,1,JUND,0.2379643747090181,0.7620356252909819
ZBED2,2,ZNF146,0.2733982026367472,0.7266017973632528
ZBED2,3,ZNF343,0.31960960535068095,0.680390394649319
ZBED2,4,BPTF,0.33483730542519463,0.6651626945748054
ZBED2,5,ZBTB37,0.34881412049141003,0.65118587950859
ZBED2,6,ZNF681,0.37075866971600535,0.6292413302839946
ZBED2,7,ZNF672,0.3892511432518071,0.6107488567481929
ZBED2,8,POGK,0.40461824122000023,0.5953817587799998
ZBED2,9,ZNF345,0.40667892238161774,0.5933210776183823
ZBED2,10,STAT2,0.42198931815764595,0.578010681842354
ZBTB17,1,ZNF649,0.4559490759007987,0.5440509240992013
ZBTB17,2,ATMIN,0.5361362483051708,0.4638637516948292
ZBTB17,3,HOXB4,0.6053704264386354,0.39462957356136463
ZBTB17,4,ZNF561,0.6314595147558624,0.36854048524413763
ZBTB17,5,JRK,0.6325187780576419,0.3674812219423581
ZBTB17,6,RFX7,0.6525057859559211,0.3474942140440789
ZBTB17,7,ZBED1,0.6606243764592361,0.3393756235407639
ZBTB17,8,ZNF426,0.6635552515800662,0.33644474841993377
ZBTB17,9,ZNF213,0.6681991324489017,0.3318008675510983
ZBTB17,10,ZMAT1,0.6743395768821099,0.3256604231178901
ZBTB18,1,STAT3,0.24892079461001682,0.7510792053899832
ZBTB18,2,TFAP4,0.28081161273661437,0.7191883872633856
ZBTB18,3,ZNF644,0.3064878300438426,0.6935121699561574
ZBTB18,4,ZNF35,0.3267879405907911,0.6732120594092089
ZBTB18,5,DMTF1,0.33071619366217486,0.6692838063378251
ZBTB18,6,JUNB,0.3566554811576653,0.6433445188423347
ZBTB18,7,ZNF184,0.35758784160474744,0.6424121583952526
ZBTB18,8,SREBF2,0.3633242706587396,0.6366757293412604
ZBTB18,9,MYSM1,0.36411896503721153,0.6358810349627885
ZBTB18,10,TP73,0.3729797939747159,0.6270202060252841
ZBTB25,1,CC2D1A,0.42445528086349515,0.5755447191365048
ZBTB25,2,TGIF2,0.4322990546055384,0.5677009453944616
ZBTB25,3,ZFP3,0.43796875255273904,0.562031247447261
ZBTB25,4,ZSCAN26,0.44190541242405657,0.5580945875759434
ZBTB25,5,ZNF398,0.4478707165568281,0.5521292834431719
ZBTB25,6,MXD1,0.4897262623808173,0.5102737376191827
ZBTB25,7,CAMTA1,0.49549181437840406,0.5045081856215959
ZBTB25,8,ZNF736,0.5059829145409246,0.4940170854590754
ZBTB25,9,STAT3,0.509579963146862,0.49042003685313795
ZBTB25,10,MXD3,0.511470776348005,0.488529223651995
ZFP91,1,AHDC1,0.2308610960712194,0.7691389039287806
ZFP91,2,ZNF718,0.31997847046579775,0.6800215295342023
ZFP91,3,RLF,0.32345001772629456,0.6765499822737054
ZFP91,4,NR4A1,0.33028643717947914,0.6697135628205209
ZFP91,5,TBPL1,0.33354013842095764,0.6664598615790424
ZFP91,6,ZNF146,0.3410249135718212,0.6589750864281788
ZFP91,7,ZSCAN26,0.34808303326643164,0.6519169667335684
ZFP91,8,PHF20,0.3679843451791198,0.6320156548208802
ZFP91,9,ZFP3,0.3949343098386443,0.6050656901613557
ZFP91,10,ZNF880,0.3986835316867148,0.6013164683132852
ZFY,1,ZNF260,0.17041349929849647,0.8295865007015035
ZFY,2,NFE2L1,0.17450714503925002,0.82549285496075
ZFY,3,ZHX3,0.19236527021170724,0.8076347297882928
ZFY,4,ZNF35,0.2061566901614883,0.7938433098385117
ZFY,5,ZNF180,0.21052801748265204,0.789471982517348
ZFY,6,POGK,0.21456997544338263,0.7854300245566174
ZFY,7,E2F1,0.2504348566176655,0.7495651433823345
ZFY,8,ZBTB37,0.2553645112646933,0.7446354887353067
ZFY,9,ZNF710,0.2655733169320914,0.7344266830679086
ZFY,10,ZSCAN29,0.27331578873958806,0.7266842112604119
ZNF121,1,ZNF296,0.3852924588309762,0.6147075411690238
ZNF121,2,FOXO3,0.4121612958231835,0.5878387041768165
ZNF121,3,ZNF398,0.42201722771267636,0.5779827722873236
ZNF121,4,KLF3,0.42837872263594834,0.5716212773640517
ZNF121,5,CC2D1A,0.44753156507319425,0.5524684349268058
ZNF121,6,ZNF684,0.457263499684309,0.542736500315691
ZNF121,7,PHF1,0.45770349541657374,0.5422965045834263
ZNF121,8,ZNF586,0.46521679128461557,0.5347832087153844
ZNF121,9,ZSCAN26,0.4677379465397409,0.5322620534602591
ZNF121,10,ZNF526,0.4795600304311375,0.5204399695688625
ZNF195,1,NR4A1,0.1223493986606966,0.8776506013393034
ZNF195,2,ZHX3,0.17622089207368596,0.823779107926314
ZNF195,3,ZNF398,0.17734148908303626,0.8226585109169637
ZNF195,4,ZNF260,0.18680321545915934,0.8131967845408407
ZNF195,5,TP73,0.20205598164341543,0.7979440183565846
ZNF195,6,ZNF35,0.20419860137221602,0.795801398627784
ZNF195,7,NFE2L1,0.2105362470590294,0.7894637529409706
ZNF195,8,FBXL19,0.22526183107805542,0.7747381689219446
ZNF195,9,E2F1,0.24947675972542405,0.750523240274576
ZNF195,10,ZSCAN26,0.26004821158011493,0.7399517884198851
ZNF226,1,ZSCAN22,0.2958343231260391,0.7041656768739609
ZNF226,2,ZNF221,0.3494260869290595,0.6505739130709405
ZNF226,3,ZNF304,0.35032679561792024,0.6496732043820798
ZNF226,4,ZNF786,0.35252283969718967,0.6474771603028103
ZNF226,5,ZNF652,0.35308513947151743,0.6469148605284826
ZNF226,6,PRDM4,0.3610235716753607,0.6389764283246393
ZNF226,7,ZXDC,0.3668812842954705,0.6331187157045295
ZNF226,8,ZNF394,0.37120150580310496,0.628798494196895
ZNF226,9,ZNF18,0.3834458464243725,0.6165541535756275
ZNF226,10,ZNF527,0.38898215013047277,0.6110178498695272
ZNF236,1,ZNF70,0.22576572352801239,0.7742342764719876
ZNF236,2,ZNF527,0.23200562535360325,0.7679943746463967
ZNF236,3,ZNF394,0.23438757186147852,0.7656124281385215
ZNF236,4,ZNF256,0.23766620591408838,0.7623337940859116
ZNF236,5,ZNF221,0.25576058207292984,0.7442394179270702
ZNF236,6,ZNF25,0.2560286579930846,0.7439713420069154
ZNF236,7,ZNF512B,0.25839914770338024,0.7416008522966198
ZNF236,8,ZNF652,0.26604652073417656,0.7339534792658234
ZNF236,9,ZBTB9,0.27357113636583585,0.7264288636341641
ZNF236,10,RFX5,0.2797920205911122,0.7202079794088878
ZNF24,1,ZNF550,0.23588979913889396,0.764110200861106
ZNF24,2,FOXO3,0.357087156300684,0.642912843699316
ZNF24,3,ZBTB22,0.38629442136882763,0.6137055786311724
ZNF24,4,GABPA,0.39799414621249607,0.6020058537875039
ZNF24,5,TRPS1,0.4265485917087084,0.5734514082912916
ZNF24,6,TFE3,0.440294489714972,0.559705510285028
ZNF24,7,NR2C1,0.45109219842315695,0.548907801576843
ZNF24,8,ZNF296,0.474416932262966,0.525583067737034
ZNF24,9,ZNF282,0.47575341578527963,0.5242465842147204
ZNF24,10,GPBP1,0.48764772060933814,0.5123522793906619
ZNF267,1,MAFG,0.3491565804180008,0.6508434195819992
ZNF267,2,CSRNP1,0.3939968256314651,0.6060031743685349
ZNF267,3,ZNF317,0.41907615332086945,0.5809238466791306
ZNF267,4,ATF6B,0.4202723069605364,0.5797276930394636
ZNF267,5,ZNF318,0.4258687075287344,0.5741312924712656
ZNF267,6,PHF19,0.4350968231014275,0.5649031768985725
ZNF267,7,BATF3,0.44319087189461503,0.556809128105385
ZNF267,8,ZNF227,0.4471289760059991,0.5528710239940009
ZNF267,9,ZSCAN29,0.4527672657594307,0.5472327342405693
ZNF267,10,ZNF566,0.4676032433501107,0.5323967566498893
ZNF276,1,ZBTB9,0.12850315130503398,0.871496848694966
ZNF276,2,ZNF304,0.13159421845103048,0.8684057815489695
ZNF276,3,ZNF646,0.14803981239366992,0.8519601876063301
ZNF276,4,ZNF785,0.15511274337760783,0.8448872566223922
ZNF276,5,ZNF519,0.1797516158895972,0.8202483841104028
ZNF276,6,ZNF221,0.18908140679740626,0.8109185932025937
ZNF276,7,ZNF394,0.19387192214265392,0.8061280778573461
ZNF276,8,ZNF527,0.19489299604390753,0.8051070039560925
ZNF276,9,BAZ2A,0.21139159756382375,0.7886084024361762
ZNF276,10,ZNF549,0.21333115646207357,0.7866688435379264
ZNF277,1,ZNF354A,0.44221763621207066,0.5577823637879293
ZNF277,2,HSF4,0.4966353493458293,0.5033646506541707
ZNF277,3,E2F8,0.5169345481363463,0.4830654518636537
ZNF277,4,ZNF621,0.5207295782609975,0.4792704217390025
ZNF277,5,LCOR,0.5344587426592822,0.46554125734071783
ZNF277,6,MTF2,0.5423863831299194,0.4576136168700806
ZNF277,7,MXD1,0.5568503250259949,0.44314967497400515
ZNF277,8,THAP3,0.5685425065013077,0.43145749349869233
ZNF277,9,PHF20,0.5695184318779616,0.4304815681220384
ZNF277,10,CREBL2,0.5798723298628284,0.42012767013717156
ZNF326,1,MXD1,0.39314185306026106,0.6068581469397389
ZNF326,2,AHDC1,0.41453975533311704,0.585460244666883
ZNF326,3,ZSCAN26,0.45166888357140755,0.5483311164285924
ZNF326,4,ZNF133,0.45439385524391196,0.545606144756088
ZNF326,5,FLI1,0.4644039327125248,0.5355960672874752
ZNF326,6,ZFP3,0.48127589730278797,0.518724102697212
