tf,target,importance
ATF4,ZMYND11,0.29307258451222
ATF4,ZNF124,0.4205433033559633
ATF4,ZNF24,0.0862557181700256
ATF4,ZNF263,0.1353253804968557
ATF4,ZNF274,0.1379620277672064
ATF4,ZNF37BP,0.0620103337454213
ATF4,ZNF408,1.3172516870626042e-08
ATF4,ZNF518B,0.4796206162086971
ATF4,ZNF596,0.171428724664614
ATF4,ZNF622,0.0495299855127583
ATF4,ZNF644,0.4755070037936296
ATF4,ZNF655,0.0972989903594576
ATF4,ZNF767P,0.5512750878230028
ATF4,ZNF800,0.4262159188852548
ATF4,ZNF821,1.1353368830968984
ATF4,ZNF84,0.1501630228377133
ATF4,ZRANB2,0.0629272696610334
ATF4,ZSCAN5A,0.0448582027871687
BATF,ARID5A,4.228381978336007
BATF,B2M,5.60803607947061
BATF,BCL2L1,2.019170799272375
BATF,BCL3,3.346195392330135
BATF,BIRC3,3.536375591101751
BATF,C14orf132,1.590065017705574
BATF,CASS4,1.1848868962698509
BATF,CCZ1,3.0920535981286843
BATF,CD44,3.012971510472289
BATF,CLIP1,5.123796742489679
BATF,CMTM6,4.589139712300867
BATF,CSF1,3.950065806553983
BATF,CSNK1D,1.5894577787479407
BATF,CYTIP,2.7089831047865585
BATF,DNAJC5B,0.3497824606047878
BATF,ETV7,5.075855194459485
BATF,FAS,3.558893054659778
BATF,FCGR1A,0.4925813513553828
BATF,FILIP1L,1.162428796098373
BATF,FOSL2,4.267652607018007
BATF,GNG2,3.9055062505528375
BATF,GPR183,3.675487702039662
BATF,GSDMD,1.7289451159898348
BATF,HIPK1-AS1,0.9751468270242754
BATF,HPGD,3.0200334115760934
