source_TF,target_gene,log2FC,adj_p_value,p_value,zscore,culture_condition,n_guides_averaged
ADNP2,ZNF253,-1.1000340210546578,0.0001571844367041,2.250515424846446e-07,-5.177356815983122,Rest,1
AEBP2,SLC4A7,-0.6995162837390091,0.0290325838883361,1.6417165135984567e-05,-4.308761009362014,Rest,1
AEBP2,MAP4K4,0.4059762293262046,0.029801963164172,1.925969022646229e-05,4.273304791333207,Rest,1
AEBP2,ATN1,1.0214970198261744,0.0007653126697831,1.8547039416344849e-07,5.213340111439095,Rest,1
AEBP2,LTBP3,1.082143511471959,0.0029540832483603,9.545466510575407e-07,4.900784606757904,Rest,1
AEBP2,ADARB1,0.6594846446004866,0.0274910037250103,1.332466454075952e-05,4.354704325190294,Rest,1
AEBP2,STMN3,-2.4541727955006163,0.0002606253163995,4.2107652702084564e-08,-5.4817762699376695,Rest,1
AEBP2,MYO1C,1.063509940064212,0.00690572056566,2.789288539324702e-06,4.685755673099551,Rest,1
AHDC1,GAB2,-0.5945301614594682,0.0428383476441747,1.631926547001631e-05,-4.310083852742071,Rest,1
AHDC1,HSF4,1.1778675669639709,0.0428383476441747,1.7315419419634083e-05,4.2969628583982695,Rest,1
AHDC1,DECR1,-0.33527469868712,3.0459962869459824e-07,4.9248121050056304e-11,-6.573191290302296,Rest,1
AHDC1,NUDT7,-1.3616875389044596,5.213676906007622e-07,1.264432556024484e-10,-6.431388816548854,Rest,1
AHR,DPM1,0.1952008086147641,0.007047374230261,0.0006440262485235,3.4123615826080096,Rest,1
AHR,NIPAL3,-0.2632839858738174,0.0128511343964421,0.0014622125776593,-3.182080327401626,Rest,1
AHR,ENPP4,0.4048219323716428,0.0221098715253249,0.0030855793018225,2.9590810561461263,Rest,1
AHR,CYP51A1,0.6717238405000897,0.0009780051068505,4.409301856720204e-05,4.084914663003404,Rest,1
AHR,CD99,0.283741803271533,0.0181161254082542,0.0023248829913127,3.045248281503304,Rest,1
AHR,LASP1,0.2287772519697982,0.0006147066204609,2.3948284711435056e-05,4.2244896592161725,Rest,1
AHR,CASP10,-0.264580862569912,0.0255088679319638,0.003798533135131,-2.89442527123937,Rest,1
AHR,RBM5,-0.1495856187904314,0.0386229270953946,0.0069688173573114,-2.6983307041858984,Rest,1
AHR,ARF5,-0.2584436880218846,0.0007467873105052,3.1084122455790234e-05,-4.165374982496387,Rest,1
AHR,SLC25A13,0.4710578991122858,0.0072195955791163,0.0006611153373823,3.405216848300651,Rest,1
AHR,MCUB,-0.2369204775563424,0.0003321401391539,1.0966744843450413e-05,-4.397177915050813,Rest,1
AHR,LIG3,0.2541095192958653,0.0497500607413435,0.0100673425472259,2.573507635502583,Rest,1
AHR,SPPL2B,-0.3879185359163765,0.0029901930287008,0.0001966308525369,-3.7233061422117566,Rest,1
AHR,ITGAL,-0.5920102586950071,4.700336093570773e-11,1.758614196453381e-13,-7.365971480151867,Rest,1
AHR,PDK2,-0.377014836364277,0.0012616621812563,6.327360520329337e-05,-4.000257467763243,Rest,1
AHR,TMEM98,3.600996131594689,0.0006486419020207,2.575083671930501e-05,4.208116269117963,Rest,1
AHR,TBXA2R,-2.224929126086606,9.814852109938589e-07,9.914919351542113e-09,-5.732177908300088,Rest,1
